"CM033Q01T","CM474Q01T","CM155Q01T","CM411Q01T","CM803Q01T","CM034Q01T","CM305Q01T","CM496Q01T","CM423Q01T","CM603Q01T","CM571Q01T","CM564Q01T"
10.5119207151551,10.26196586942,11.0810188408312,12.2232296193067,10.7494845671903,11.3340380049106,10.2193925839316,8.9000036089596,9.49972100106354,11.4243783639053,11.0733812032092,10.1862952645716
10.9016900136052,11.3837047679328,10.6047269029934,11.4702684545042,11.6872484516529,11.6347005218961,11.2703824550764,11.6616730026508,9.81863747461973,11.7307750278233,12.4378587422257,10.4150529026371
10.0577096583839,11.0147034147705,10.6689786502192,11.7379951600779,11.180761932537,11.9861177550293,10.3119481696241,10.0718792037966,9.52471305968101,10.1976485910856,9.87189368094495,10.1401394538751
9.983960936686,10.2220140082829,10.32649783986,11.4041034095349,10.8716114330503,11.8278091948472,11.2487906339745,11.2319674022782,9.25674674479034,11.6967875012828,10.9164148568941,8.09437844497296
10.4859266111117,10.7333921664509,11.112059763357,12.0265571480667,11.1077053268545,11.3235913777584,11.1454639835121,10.2869796798339,10.740020536132,11.3145720824632,11.4513585243108,8.58671925406485
10.7759935720393,10.5166441073996,10.2473254530733,11.7035788818837,11.0438973597462,11.4454279035212,11.5797987584045,9.88908432222538,10.1020104886681,11.7198745915889,11.486047466162,7.14440718032114
10.2980939173094,9.97058529606862,10.6770389138919,11.4384928247329,10.3954666917557,11.1021110749308,10.6612748115765,11.2040878504457,10.3416457045908,11.1076903304161,10.4333802390193,10.5626124844816
10.7257532784162,10.1640424888485,10.883710371704,11.9179438066265,11.6934704445851,11.9862797245794,11.7903829439623,10.1007798202599,10.1922690204312,11.2396064153542,10.8118872317875,10.7248740222103
11.6176007459084,10.7122598866431,11.6454788795301,11.8923682434727,12.3880941573151,11.3288343434197,11.9165956297978,11.4259068152269,10.0112651447096,11.3695976725017,11.8754691540858,10.5925514076584
9.93677725040077,9.86552604624901,7.53743003658651,11.5662861208925,11.1415718864908,11.379965337714,10.6116711179222,10.0744110643777,9.56191231773901,10.9096372697786,11.4978321315226,10.5063270200645
9.78098087804333,9.93178342169097,10.9584962037221,8.13973227971767,10.655870155127,11.337654990763,10.6435660277805,10.5766615912631,10.156461713809,12.0354563145037,11.2068214116912,10.5856496170373
11.3468472676105,10.3028339796361,11.4433288398321,12.6581223126448,11.6611730414304,11.822870371221,11.674040409342,10.7577964920544,10.427949773825,11.4962268153472,11.0898054216233,10.8853225496177
10.4633033204742,10.5091687073148,10.0268107685681,11.296397482445,10.3492945399277,11.1644170836979,12.2373241890338,11.7157275238265,9.55768189473384,11.0493014426885,12.2549961341448,11.9363287182094
9.84940088663236,10.5806069720189,11.2463262457272,11.6719954537035,11.218259058744,11.3236759653036,11.3725823537492,12.3154829497133,10.2565008006419,11.3226846333317,10.6619776181462,11.9233913814998
10.5162919804135,10.6321949084946,11.5659732193923,11.8729607566112,11.2228806033293,11.5622297826544,11.9885631928331,11.6515911545058,9.84527564278771,11.587569007966,11.13601865877,11.57307938779
10.1845225822661,10.0492747846021,10.9293319963197,11.2652202299941,11.1935463057752,11.3037957594164,9.87832357887258,10.7417302527139,9.58870831219998,10.6362640166193,9.23659274312025,10.9093995859153
10.3813663411533,10.3191669830513,11.1385374234325,11.9253463256444,10.6319294804904,11.5033093782513,11.033081578813,11.518599338066,10.0359183397166,10.987392212332,10.1966794181615,11.1366161652911
9.6868850617653,10.3847401739598,10.8149064362065,11.9579637881981,10.8054967875845,11.168912871175,10.716903565487,9.35478697634121,9.50918491163407,11.1033920926861,9.64749792681684,10.1685405069275
9.83713405198611,10.4492941451974,7.35179986905778,11.8186144357145,10.9609652978457,11.3086036678966,10.4551287708019,10.4424340520188,10.3920675673548,11.5949108997115,11.6049484296163,10.5505907945947
10.184560331648,9.78740307351533,6.49526555593701,11.4778991430465,10.6141553468141,11.8879451112037,11.0615472998477,11.4763963262783,10.1890799431228,10.8824525689381,11.1884272527267,10.234480519625
11.292403474361,10.3932325326909,7.16549347506085,12.2750715169991,11.9669394382963,11.4180212027702,11.3515588125227,10.464302621047,10.2284292819114,11.6780839078855,11.5465246376006,10.8651530990983
10.1349166834371,10.5515850645423,11.3259932956186,11.6480505869332,11.2047957572493,11.1230630000895,10.7919959033978,11.288681308212,10.565402030665,11.5323554738332,11.589932801331,10.5610593675822
10.0753799138395,10.9268193870903,11.3383577691487,12.5823629443287,10.6562706309919,11.6398752462292,10.9841734526708,11.2428213247925,10.2361310402724,10.3020958731811,9.06207235530708,11.2301115239153
12.0155172838091,9.63626148865173,10.6694204028217,9.21323617508821,10.5441301791139,10.8401493775501,9.47531660689233,12.7941592654413,8.65347080970879,9.09043007530363,10.031308923974,9.89550578279447
10.4343510700386,10.6458533768836,10.92820210336,12.0909984376847,10.7741949727883,12.2100148647628,11.4364870872218,11.8775824673506,9.92275081871697,11.2389753429046,11.731032353567,11.0594563835636
10.491079754087,10.33481532017,11.1754367118712,11.6836045099801,11.01964502042,10.2417082596915,10.4157721115384,10.9188450358195,9.23951074927596,11.4103056346454,8.83273359199642,9.5033084488572
10.4392204000082,10.3330922748308,9.91911480842183,10.6832251881772,11.3966837408827,11.3273185171847,11.5441624698921,11.2619866804121,11.1774247562629,11.4808050846872,11.3726398855211,9.50024497278106
10.9999308239194,9.54752663933105,10.2019240878858,9.85082489995282,10.3554226750291,11.0664664725696,11.1646721026132,10.988355823412,9.52639121847841,11.318988712204,10.1416379359569,7.87663846097546
10.7178784403814,10.4176575775525,10.7538094074681,11.8829222774588,10.8342530181646,12.1131950047025,9.65733122691285,10.7310344985757,10.1469826000982,8.80252249828442,8.54208090692402,8.55814317774519
10.1357494054949,10.6191053667234,10.9296366694705,11.2665516687846,11.5028448256273,11.9702617004883,11.3463512651439,11.176403227099,9.21064032698518,11.8785611413602,11.5685966623407,9.42706335548747
10.4107568600993,10.7057357443696,10.9791211756338,11.4430929553715,11.4606000591915,12.750055443992,10.9593836927955,11.7602776093172,9.98160533180008,11.7285367196288,11.3436188452538,11.2629501396906
10.3233813972964,10.3201233686465,11.1653235223063,10.2387805226673,11.3358421645244,10.1926809823118,10.2798670797492,10.4416170108295,9.78644799043477,9.80961633692606,10.6154810208924,10.253439950714
10.1442745390229,9.83894903139856,11.4962776559973,11.4330919020911,10.6893962131774,10.2092796441602,10.5027909775659,11.4546923562054,9.4929596500855,11.9226680781619,10.7297879292133,10.7322576868808
10.5478120683985,11.150016846276,11.0628028913176,11.4338064971843,11.1260710976731,11.6906615244226,11.1928717044871,12.187333152906,9.65509029374725,11.9924709258031,11.5490355759823,11.1456228179564
11.2849201142391,10.5582836417121,10.73919709845,11.5347554475569,10.9629084609541,11.3237484632193,10.7450762897062,11.1950178347115,10.0725549936517,11.2387912050637,9.86219669811825,11.1361935756849
11.2723177999044,10.4033230050022,10.5484156558255,11.6534349539497,11.2368557078466,11.1241847217545,11.6057416282082,10.9498762897003,10.4165207378441,11.7252021855736,11.6428390712906,11.1585193738088
10.3410971139709,10.1322950334748,10.698559352818,11.7110711571111,10.530067488824,11.077686481494,11.0619869362127,10.8666046167618,8.91449171019134,11.5872069934907,11.1253493896978,10.1604526523258
9.96871333745383,10.3300289862462,7.71333788887187,11.5515979509514,10.8881469611282,11.801017453395,11.6266737051089,11.6641862588108,9.77280922889401,11.7857958844668,11.8769016895704,9.63220362589398
10.33074676768,9.91388332871825,12.2771693025078,12.2996176319333,11.2290361907571,11.00378175932,10.6544318318223,12.842276389141,10.0484533227863,11.1931471069207,10.7321921968516,10.9205643532217
9.5761633448119,10.806449854199,10.6496066178622,9.86349854431976,10.1281100097297,11.3413895336381,10.6823995000569,11.1226789641626,9.30528684928514,11.0557195939544,11.1328649110838,11.2402764937522
10.3816763417758,10.3399667141735,11.1666392282024,12.0041033294474,11.4518369855885,11.0854754501253,11.6602241519911,11.3075604350077,9.53358261982651,11.2564836282545,10.8608050579619,10.788081197667
11.5139749141058,10.4724594353956,10.7190956990443,13.0247792140581,11.1882612385875,11.2837386901087,9.01893770644604,10.9768845920632,9.68184287734565,9.07383312732152,9.57782666212657,10.988355823412
10.7546849427216,10.4507993848725,10.1872369019602,11.3881555780143,11.555275890844,11.9479364302523,11.1626585173268,7.73718007783463,9.43604065207208,11.5836262105429,12.2058826274779,10.6317605350714
10.5676949891984,10.2469354028938,11.1658188836117,11.7593401312207,11.009935726972,11.0105308666821,10.6388317817959,11.0599284008167,10.4964828511456,11.6207030571437,9.64355034039291,11.1374753657052
9.9480306152868,10.0073519495664,11.6273071670889,11.1078552788701,10.6906941309987,10.8682636402256,10.5681580951035,11.1598298219701,9.62178755176189,10.7984116346684,8.82849412946665,10.0337260294599
10.4652724148992,10.4583204922951,11.0388013582048,11.9061425378565,10.9171771903974,11.187430754229,10.6209614250871,8.94167630536016,9.81027517081395,10.8596141929075,9.73583783597404,10.4239466252704
10.6594217211948,10.4835220244644,11.1940829082688,11.9601081664303,11.0982127290553,11.2532735188395,10.7310563543495,10.1141940837467,10.540937016624,10.8317266179261,10.5665878117438,11.0762173371221
10.7327378160884,10.3149015972467,11.0673568541647,11.3127535339933,11.2965961439637,11.3526041190159,11.1632545071843,11.3549725658599,9.63613084654559,11.5206753568303,10.9869692827773,10.9319992135247
10.1252301229347,10.6236904051195,11.2757844040122,11.731820001995,11.2163775400726,11.2287173513299,11.5457701249993,11.9210935833192,9.95223009652412,11.7832502678001,11.0802946887893,10.757051454502
10.6159225220034,10.5988822056366,11.3657007452137,11.5124553544856,11.5453152077719,11.1587901505835,11.2589875984826,11.2749093635333,9.65226597708712,11.4996375706433,8.79845469606509,9.52456699965008
11.1385955857928,10.1437635025906,10.9636015337198,11.7288026802924,11.0565880264883,11.1784592150118,10.821516772364,11.8565151693603,10.7722043802966,11.602135257007,12.1815237726088,10.6701407383898
9.89176915958193,10.6609935505879,11.5286216330766,12.0260125297499,10.9041929595526,11.8965470646003,11.290081868665,11.9124999238883,9.69047995840981,11.496236983684,10.1214979517386,10.6885756067944
10.640555920154,9.83037908071549,11.0604788061648,12.0634428447775,11.2945331088315,11.5389927420324,10.6707444909625,10.6873206008681,9.865370230423,11.007369266697,10.4399516828571,10.7002963063682
9.67602217557289,10.4922459673585,11.0334531488622,12.6449499633836,11.0680904325774,11.6449707538894,10.5608521029563,10.1292676251715,10.1561122331725,10.4411790354367,9.24280756211368,10.5447623236854
9.6150718777306,10.2625596210746,7.2115567333138,11.4306627950028,11.22621625247,12.5943102079717,11.7676684534601,10.8568621006401,10.6945551396562,11.3948398835515,11.4629996562005,10.4106966445276
9.78588575045595,9.1894231237208,10.5429438298982,11.6669247047596,10.478357825505,10.9891327979798,9.59669061622466,10.4313472688579,9.27397223222096,8.97106743873209,9.36288977043647,10.4584927279139
10.0328038240062,10.0445529928147,11.6749762849218,11.4532603826485,10.7583070543222,11.1889942598433,10.4466254657694,10.5170773243126,9.83841555579241,10.9579563644418,11.2759238324824,10.8470237333005
10.0378873180158,10.4288076224526,10.8345289563562,11.579714576628,10.934267010895,11.5417461307784,11.7401805523242,11.1206085394298,10.0348227853661,11.7066731607664,11.1165737038786,11.0726359657079
9.81093357092552,10.0639468624729,10.9827471126884,11.3258365624204,10.818717722213,10.9792746505623,10.7136619276209,11.0435136605616,10.8042990975618,11.1724331586861,10.9566316531571,10.5251924356417
10.415202780487,9.77707362768047,11.3146330502662,11.8338923989834,10.8834289114866,11.4722284626381,9.83113189034399,10.7089361051832,10.0226918000146,10.7708611121757,10.0727238697814,10.138678244761
10.2839766745741,11.0726049020896,11.3611835484087,11.6589806070373,10.8988851697233,12.1484753118496,11.6674303677674,11.5295760710392,11.2928521955132,11.1750021760817,11.2417464646175,10.6338341740852
10.4593821396697,10.5744913684104,11.3499946859682,12.2860107323465,11.7825632134042,11.950205727518,11.309020656509,11.4110477661475,10.6539597997153,11.4308907746159,11.6114486593288,7.03790596344718
9.99570203652394,11.0633673935514,10.5426800054981,11.6265933784471,11.4860988269665,11.1304344204219,10.5028184368918,10.7666306401994,9.57914149571276,10.9796326671542,11.5786195681656,10.0006596342884
10.0962543671916,10.379038268211,11.3750188005022,11.6396638371871,11.5418627148648,11.6077082329901,10.9336603879817,11.8406524300768,9.18049952996516,10.9106057043708,11.8387988747959,11.0936301590498
9.84977027003014,10.2306306938688,10.5240102753751,11.6568872712095,11.2978120853513,11.8999753828461,10.8454850167537,11.442384967957,9.96218089887535,10.6486577611632,11.1413109072372,10.2828482185582
10.8680349729736,10.6949177623286,7.28619171470238,12.0134886091697,10.796878064524,11.9934485700061,11.9485511359732,11.9898550542867,10.2190644221814,11.5554867460543,10.646495752267,10.8794424451316
10.3508300979888,9.79990323627956,11.2250833797171,11.2555785923145,10.9075510381457,11.5769701141731,10.9847841189946,11.0853067682206,9.71607304867616,11.311629018211,10.8282621940586,10.832832703484
10.4989116445675,10.1241480235565,11.3013275060561,12.5184424525116,12.2779885740536,11.7142077915298,11.428945851175,10.1175903591982,10.4285118957019,12.3392127115964,8.92465630218707,9.64956257688248
10.918464576909,9.82081221586722,10.6052227502826,12.0320941880905,10.7943373919283,11.3851375469728,10.2943465082549,9.5450252980233,9.37593955262575,10.1964556294171,10.0225586471771,10.0197138215043
9.90618391408387,10.2501929654374,10.3908091071141,11.7515013233141,11.5427754869391,10.9333212324757,10.3139733691012,10.1735146897492,9.9956564400075,11.3433345288551,9.59192253962101,10.5270702697102
10.4603280643816,9.94640335351296,10.4938542197016,11.4005850911225,10.4644167632684,11.4670909286264,11.1784033256726,10.541333417311,9.28089202792713,11.0534739656583,11.2150583674601,10.5662270706746
10.2051834707483,10.5522647853601,11.0370647162401,11.3426352405598,11.5466406659504,11.345027387882,10.4446774792835,11.468262771064,9.92402520375368,11.1060994312227,11.4250555377136,11.0632733319724
9.64840173578733,10.5181865867669,10.2794895204937,11.6312772277596,9.83868232917001,10.5882244657361,10.6093781892434,10.5429438298982,9.44651860156085,9.79579097708075,8.88640916684928,9.35608438602889
9.81164634887055,10.2343009509485,10.8131966730447,11.269489916638,10.4679771583877,11.4726762230625,10.5944573643483,11.2840153187617,9.09694768462109,11.2243229690587,10.870148152571,10.7711970984034
9.84017494632436,10.5917980552045,10.7579028806922,11.4066756651275,11.4386328603884,10.885678378187,10.6980851141316,12.0497696511348,9.3933283733133,10.8508311156655,10.8697106531585,10.5173209263763
10.498635942214,10.4484536994218,7.6425241342329,11.8036229863825,11.3994431678655,12.1420300014253,11.2993361264608,11.68664345029,10.502736056652,11.1905139119973,10.1223017456891,10.8159710460673
11.1973924643627,10.8170345237392,10.84762688723,12.2221379054043,11.5496912441606,12.0557903073457,11.0500324949595,12.0803790285664,10.4283639995248,11.7599105350899,10.8397573667256,10.8163724912754
10.807766430077,10.4363192565647,11.4049170021482,7.91534816926308,11.347968271203,11.5108332778723,10.9401535129853,11.5685304506429,9.82460666968268,11.7101931038709,11.5079732228362,8.78124833323686
10.3972382255117,9.9631705546973,10.8240889799974,11.5892196171187,10.7592849039813,11.4045604402921,11.3653878704132,11.4228366301885,9.31937413300031,11.7484401769394,10.9583743300005,8.39931015075952
11.2347976053233,10.5843850106672,8.35113860708615,11.6648651308781,11.4828888485937,11.4701954012432,10.5051771226072,7.32118855673948,9.63874045136684,11.3486874115665,11.4757219159727,11.3586314415364
9.96730706524908,10.3126126214758,12.2855259487698,12.0927863593243,11.7462886178117,12.0468658718422,11.059361953371,11.6282967056971,9.65239452831496,10.9529796225728,11.8396936261292,10.5796665848659
9.56843430866833,9.76594813851407,11.3920902762298,11.6031225953877,10.5646537497409,9.58987209805784,10.3286899263273,10.1102577897324,9.40500214085474,10.9790529569931,9.00761200540457,9.21711735625521
10.1384806202075,9.90971810228676,7.75876054415766,11.3735254570889,11.225310056963,11.3708548596825,11.379325498566,7.63819824428578,9.66687875026835,11.3036601636887,11.2293682070954,10.257062697057
10.9050381283611,10.6378726411123,11.3225878653812,9.61132880805727,11.387996961153,10.8872313042673,11.0388977499409,10.1406917874987,10.5908178477745,11.2647717506519,10.5768656052388,11.4077204927704
10.5097960684635,10.3973602846495,10.8483463047273,9.18789024313859,10.7955880456091,11.9964621084985,11.5065451540059,7.59940133341582,9.47830431356186,11.2849075532398,11.5447051003063,10.5600226145993
10.6733874191945,10.5492286106988,10.9311944276885,12.1200843813457,10.9758756396634,11.1572642927056,10.7715959354837,7.79110951061003,10.0233572983865,10.8761964243151,9.48265496729684,10.3594873340183
9.30946146284399,10.2506524186961,11.1008435137598,11.4927533694291,11.5489391179222,11.5714113306893,11.7120058055791,7.64156444126097,9.7820541122526,11.6277976014006,11.7902389691198,11.251846374313
10.786635065817,10.4683467127945,10.9815059009025,11.3455122249094,11.0689481926287,11.0771763917535,11.0928998655307,12.0501261875915,10.0302523533276,11.5419112875563,10.4061701113597,10.8004935229984
9.71751935482198,9.98049488889691,10.7711970984034,11.3486049135258,11.1954162876203,11.292066801311,12.10256042073,10.9409156878792,9.51465829807939,11.2226934775802,11.3409026931637,10.1037718097043
10.210714866222,10.5539620688091,10.940862531733,11.5557454621532,11.7740350965611,11.5536834574424,10.3069840575494,11.860591954351,10.494269726418,11.6262809356328,9.89303309463227,10.8416963197112
10.6766697484323,10.1265110966498,11.2733476071926,12.118033467807,11.301067985673,11.768512972851,11.887415768779,11.7245630760982,9.73228396147602,11.5015409061036,12.142104628291,10.4748342633472
10.870319295904,10.7195821879309,10.4829339785799,12.096731997421,11.4587437927062,12.1325445052415,11.5747540675932,11.9361322545546,11.2837638413305,12.4396139523407,11.6974030292422,8.75935474856621
10.1205325453885,10.7806631656817,11.1741044721795,12.037813744458,11.0123141636112,11.3810726627243,12.2654824120616,10.8263367307075,10.0173964266439,11.288180632289,11.1920036907373,10.7300942481375
11.0037651205233,10.2802444965075,11.5475587488646,11.7331848611046,11.6354350904587,11.9776903961678,11.1428033691341,11.1282624844913,9.07840770071536,11.807853720311,11.8788177979586,11.4659805971937
10.5793868396865,10.3190679943854,10.9317489051077,11.3743068687257,10.617196875809,11.781898611816,11.4314116757867,11.0556406081323,9.65931186839349,11.4769562599305,11.4793790226495,11.2024795852532
9.88634139370116,10.154829758209,10.7823256073596,11.252300686719,12.1320169797008,11.8231563903862,10.75331791771,11.6793124040643,9.49250726373985,10.5151806131821,10.0339015912581,11.6496131213497
10.8513157104084,10.5904405889327,9.51833964519086,12.3909077074884,12.4444830629144,11.713267015361,11.8037650472371,11.860817955821,10.4309342773184,11.9588733100573,11.4047275944922,9.41881688624699
11.5310894955979,10.3666553707726,12.0428770165347,12.7430951158129,12.194101273749,12.070207102323,11.0072697873057,11.2002947471545,10.8829784102964,10.9262082280261,9.98377638376493,10.9999475266361
11.1120149688517,10.9386806933346,11.3054460873933,12.7439918995743,11.6231869512278,9.88649397615956,9.97334005443496,11.4936101189332,9.98271454298743,10.997288284207,9.18522767116111,10.4561938102658
10.9672323058752,10.6980851141316,6.81673588059497,11.6485746135658,12.0964140173172,12.0401243129342,11.5754964267317,11.4736127475847,10.6918312700797,11.3479918577775,11.737332218109,11.4402364855699
11.0813730220987,10.8003507867442,10.8802523066519,11.7487877886922,11.1932572466606,11.7813941364979,11.269745008919,11.4309341934119,9.47830431356186,11.9102575898482,10.6972037880178,10.3522675453302
10.3708627304282,11.3508770130158,10.964968942866,10.8209176351037,9.81852861330894,10.4445901671864,8.51699317141357,8.9159693113736,8.70101362433393,9.05975001334368,8.85252191733537,8.45169420918354
10.9646056367767,10.6263876912454,10.9797690207192,11.6983089958,12.5131896306206,11.3354839812262,10.9420490130701,11.1520273301872,9.39349491507403,11.7509024548423,11.0463240416529,10.4115393327527
11.2040742319408,10.8371858890653,10.8062268774586,11.5714207625605,11.1425861588374,11.3441398821289,11.2087751998111,11.3937251754839,9.9536577164487,11.4710716883458,10.6325085053323,10.2729800001855
10.9747457734152,10.6355909882065,7.18159194461187,11.2317687228336,10.5787253125525,11.5630766073504,12.3919545235189,10.7359400494943,9.30136867032375,11.0542177954663,11.7815776115152,10.8186776789662
10.6245416863491,10.6455439377989,11.1553787125455,11.3520874748431,11.7321413129465,11.3804791976699,10.9646921501993,10.5795394376674,9.09279480812114,11.5702883023587,11.6085992150385,11.9531011307538
