"CNTRYID","CNT","CNTSCHID","CNTSTUID","CYC","NatCen","Region","STRATUM","SUBNATIO","OECD","ADMINMODE","Option_CPS","Option_FL","Option_UH","Option_Read","Option_Math","LANGTEST_COG","BOOKID","CM033Q01S","CM033Q01T","CM474Q01S","CM474Q01T","CM155Q01S","CM155Q01T","CM155Q04S","CM155Q04T","CM411Q01S","CM411Q01T","CM411Q02S","CM411Q02T","CM803Q01S","CM803Q01T","CM442Q02S","CM442Q02T","CM034Q01S","CM034Q01T","CM305Q01S","CM305Q01T","CM496Q01S","CM496Q01T","CM496Q02S","CM496Q02T","CM423Q01S","CM423Q01T","CM603Q01S","CM603Q01T","CM571Q01S","CM571Q01T","CM564Q01S","CM564Q01T","CM564Q02S","CM564Q02T","total_raw","total_time"
36,"AUS",3600001,3605996,"06MS",3600,3600,"AUS0421",360000,1,2,1,1,0,"A","A",313,43,1,26638,0,32298,1,73989,0,80219,1,110991,0,19851,0,66726,1,130699,1,206975,1,57787,0,40703,1,171918,1,26883,0,80387,0,66814,0,202957,0,8741,8,1404576
36,"AUS",3600003,3608282,"06MS",3600,3600,"AUS0633",360000,1,2,1,1,0,"A","A",313,43,0,37254,1,74793,1,144835,0,137923,0,393755,0,42191,0,157031,0,234148,0,115154,1,30294,1,193019,0,37202,1,24561,1,65270,0,41801,0,33116,0,64818,6,1827165
36,"AUS",3600004,3607923,"06MS",3600,3600,"AUS0105",360000,1,2,1,1,0,"A","A",313,43,1,61415,1,50414,0,47870,1,118888,1,106359,0,99102,1,145449,1,138564,0,113679,1,55533,1,112682,1,48863,1,39481,1,182659,1,151538,1,61518,0,57007,13,1591021
36,"AUS",3600006,3607701,"06MS",3600,3600,"AUS0423",360000,1,2,1,1,0,"A","A",313,43,1,30538,0,19252,1,96591,1,61676,1,120866,1,25632,1,68354,1,152486,1,83705,1,75720,1,69435,1,47757,1,16163,1,113467,1,78074,1,85732,1,70157,16,1215605
36,"AUS",3600012,3607935,"06MS",3600,3600,"AUS0529",360000,1,2,1,1,0,"A","A",313,43,0,40312,0,68009,1,75429,0,124045,1,106898,1,53938,0,126159,0,180357,0,110612,0,93549,1,101459,1,67572,1,25928,0,127366,0,77306,0,70751,1,45763,7,1495453
36,"AUS",3600014,3619512,"06MS",3600,3600,"AUS0209",360000,1,2,1,1,0,"A","A",313,43,0,47864,0,192467,1,74438,0,77151,0,202293,1,56651,0,167925,0,145406,0,217031,0,76959,1,169378,1,47489,0,67927,0,63898,0,63120,0,61851,0,247338,4,1979186
36,"AUS",3600018,3604783,"06MS",3600,3600,"AUS0315",360000,1,2,1,1,0,"A","A",313,43,1,80499,1,958359,0,65779,1,99102,1,99112,1,57642,0,150334,0,184025,1,142480,1,123002,1,121239,0,71003,1,53603,1,158552,1,98301,1,75172,1,67052,13,2605256
36,"AUS",3600022,3609956,"06MS",3600,3600,"AUS0207",360000,1,2,1,1,0,"A","A",313,43,1,29379,1,26799,1,54745,1,59218,0,86704,1,32076,0,138107,0,148098,0,88902,0,63374,1,107575,0,76067,1,25523,0,121263,0,108259,0,48121,0,166535,7,1380745
36,"AUS",3600026,3600439,"06MS",3600,3600,"AUS0421",360000,1,2,1,1,0,"A","A",313,43,1,54620,1,57014,1,112989,1,63531,0,97993,0,45161,1,82442,0,145592,0,88841,0,72208,0,46290,1,75804,1,40903,0,101240,1,98816,1,72264,0,135654,9,1391362
36,"AUS",3600027,3615181,"06MS",3600,3600,"AUS0317",360000,1,2,1,1,0,"A","A",313,43,1,33048,1,31535,1,80175,0,50943,0,251696,0,38041,0,57759,0,187718,0,78000,0,61184,0,81984,0,48092,1,33882,0,141740,0,60372,1,39709,0,21023,5,1296901
36,"AUS",3600028,3602416,"06MS",3600,3600,"AUS0419",360000,1,2,1,1,0,"A","A",313,43,1,45372,1,44780,1,41145,1,78909,1,71795,1,62505,1,49884,1,143948,1,120102,1,108035,1,52559,1,41404,1,62043,1,126969,1,75225,1,55857,1,60524,17,1241056
36,"AUS",3600029,3620700,"06MS",3600,3600,"AUS0529",360000,1,2,1,1,0,"A","A",313,43,1,31879,1,33016,1,42665,1,55275,1,119329,1,38515,0,98920,0,168857,1,196965,0,97284,0,133320,1,108371,1,29813,0,216163,1,88198,1,33197,0,104363,11,1596130
36,"AUS",3600030,3612645,"06MS",3600,3600,"AUS0419",360000,1,2,1,1,0,"A","A",313,43,1,49499,1,41544,0,34210,1,93386,1,129992,1,90333,0,70090,0,143837,0,128214,1,129062,0,112104,1,82366,1,25991,0,125236,0,116173,1,62800,0,77669,9,1512506
36,"AUS",3600031,3606660,"06MS",3600,3600,"AUS0315",360000,1,2,1,1,0,"A","A",313,43,1,41366,1,41241,1,8391,0,80662,0,96981,0,44926,0,76699,0,168347,0,97441,0,52574,1,43074,0,4822,1,23553,0,124365,0,33634,0,109506,0,51663,5,1099245
36,"AUS",3600033,3603798,"06MS",3600,3600,"AUS0421",360000,1,2,1,1,0,"A","A",313,43,0,72822,1,43434,0,91890,1,120885,1,206125,1,44513,1,131218,1,261011,0,77341,0,76160,1,172479,1,105059,1,35110,0,133275,0,38010,0,41944,1,32244,10,1683520
36,"AUS",3600035,3614085,"06MS",3600,3600,"AUS0527",360000,1,2,1,1,0,"A","A",313,43,1,22871,1,37596,1,52391,1,63445,1,45709,0,27812,0,69340,0,141506,0,62884,0,90153,0,105146,1,48457,1,30451,0,132815,1,66800,0,108997,0,36443,8,1142816
36,"AUS",3600036,3619028,"06MS",3600,3600,"AUS0633",360000,1,2,1,1,0,"A","A",313,43,1,45092,1,27008,1,42799,1,84939,1,23993,0,84367,1,48702,0,431626,0,78352,0,86887,1,108103,1,23810,1,17005,1,119515,1,69855,1,45345,0,89541,12,1426939
36,"AUS",3600040,3617733,"06MS",3600,3600,"AUS0315",360000,1,2,1,1,0,"A","A",313,43,0,18005,1,32400,1,35512,0,41938,0,30705,0,16391,0,42451,0,101459,0,51968,1,32110,0,122970,1,145621,1,21342,0,42020,0,19944,0,58573,0,21968,5,835377
36,"AUS",3600041,3604084,"06MS",3600,3600,"AUS0105",360000,1,2,1,1,0,"A","A",313,43,1,43193,1,38335,0,8646,0,62183,0,163502,0,38275,0,63351,0,138260,0,74189,0,69004,1,136390,1,49824,1,30272,0,80230,1,47399,0,57090,1,61398,7,1161541
36,"AUS",3600043,3616305,"06MS",3600,3600,"AUS0527",360000,1,2,1,1,0,"A","A",313,43,1,59234,0,84148,1,259297,1,109735,0,99399,0,57296,0,146246,0,176945,1,225837,0,70652,1,76555,0,16992,1,33695,0,114976,0,174242,0,63084,0,49822,6,1818155
36,"AUS",3600044,3617268,"06MS",3600,3600,"AUS0631",360000,1,2,1,1,0,"A","A",313,43,1,54565,1,28970,1,44742,0,74680,1,153137,1,31012,1,73301,1,162663,1,122646,1,96422,1,114392,1,49447,1,25006,1,105575,1,69587,0,35634,1,203271,15,1445050
36,"AUS",3600049,3614711,"06MS",3600,3600,"AUS0527",360000,1,2,1,1,0,"A","A",313,43,0,45423,1,56790,1,56807,1,65012,0,118674,0,16953,0,53739,0,162366,0,44578,0,40267,0,37898,0,236845,0,27228,1,136526,0,28598,0,38030,0,47795,4,1213529
36,"AUS",3600050,3605106,"06MS",3600,3600,"AUS0209",360000,1,2,1,1,0,"A","A",313,43,1,38048,0,32200,1,108067,1,60772,0,159811,0,29442,0,47951,0,99848,0,77462,0,41680,0,47966,0,67291,1,30663,0,55988,1,32640,0,38790,0,102150,5,1070769
36,"AUS",3600052,3606840,"06MS",3600,3600,"AUS0209",360000,1,2,1,1,0,"A","A",313,43,1,39421,1,50367,0,132982,0,48409,0,268500,0,79405,0,72620,0,249324,0,64138,0,125434,0,200111,0,196882,1,57098,0,106082,0,67400,1,54184,0,50076,4,1862433
36,"AUS",3600058,3603093,"06MS",3600,3600,"AUS0209",360000,1,2,1,1,0,"A","A",313,43,1,29340,1,45415,1,70709,1,72640,1,113315,1,54542,1,97569,1,151555,1,149881,1,155417,1,49771,1,62683,1,44432,1,85629,1,118867,1,66196,1,256501,17,1624462
36,"AUS",3600060,3604707,"06MS",3600,3600,"AUS0421",360000,1,2,1,1,0,"A","A",313,43,1,22816,0,14891,0,14711,0,12909,0,20433,0,8654,0,8285,0,17295,0,25007,1,12654,0,8898,0,10350,0,8824,0,24517,0,7403,0,13746,0,11938,2,243331
36,"AUS",3600063,3612922,"06MS",3600,3600,"AUS0633",360000,1,2,1,1,0,"A","A",313,43,0,47028,0,16928,1,44345,0,7441,0,72295,0,5787,0,19908,0,29588,0,46215,0,7975,0,43546,0,30821,0,36412,0,12988,0,9278,1,6560,0,5290,2,442405
36,"AUS",3600065,3605404,"06MS",3600,3600,"AUS0633",360000,1,2,1,1,0,"A","A",313,43,1,31612,0,78133,1,146844,1,117519,0,53947,0,89308,0,60151,0,216543,0,95864,0,65073,0,192501,0,136047,1,59919,0,167018,0,134042,0,57178,0,115659,4,1817358
36,"AUS",3600066,3602440,"06MS",3600,3600,"AUS0209",360000,1,2,1,1,0,"A","A",313,43,1,62525,1,57220,1,95084,0,77704,0,146262,0,40164,0,65275,0,159232,1,64396,0,63495,0,59850,1,65449,1,58218,0,83315,0,82038,0,105461,0,50321,6,1336009
36,"AUS",3600067,3618468,"06MS",3600,3600,"AUS0105",360000,1,2,1,1,0,"A","A",313,43,1,41602,1,105962,1,19075,1,112932,1,222004,0,116686,0,177933,0,201805,1,385896,1,102369,0,63001,1,86907,1,56949,1,153118,0,130195,0,43148,1,52068,11,2071650
36,"AUS",3600068,3610308,"06MS",3600,3600,"AUS0845",360000,1,2,1,1,0,"A","A",313,43,1,29743,1,33029,1,84235,0,121227,1,216187,0,69755,0,115845,0,217291,1,244446,1,114960,0,110488,0,107923,1,18406,0,205747,1,109546,0,43519,0,45290,8,1887637
36,"AUS",3600076,3612525,"06MS",3600,3600,"AUS0635",360000,1,2,1,1,0,"A","A",313,43,1,41270,1,38245,1,69219,1,103275,1,120709,1,43807,1,60314,1,94082,1,64836,1,70051,1,57722,1,30109,1,23460,1,103503,0,82985,1,77975,1,38667,16,1120229
36,"AUS",3600077,3606345,"06MS",3600,3600,"AUS0527",360000,1,2,1,1,0,"A","A",313,43,0,31200,1,57115,1,42301,0,20995,0,76229,1,17966,0,68311,0,49647,0,29915,1,38292,0,27347,0,56601,0,15308,0,25363,1,65219,0,196351,0,776189,5,1594349
36,"AUS",3600079,3618115,"06MS",3600,3600,"AUS0633",360000,1,2,1,1,0,"A","A",313,43,1,42292,1,34620,0,80168,0,90743,0,240650,0,63656,0,51411,0,114645,0,78755,1,40952,0,47865,1,61056,0,41494,0,48651,0,32846,1,50706,0,35544,5,1156054
36,"AUS",3600083,3609967,"06MS",3600,3600,"AUS0420",360000,1,2,1,1,0,"A","A",313,43,1,65603,1,29195,1,81111,0,52493,1,139723,1,50873,1,92721,0,139547,1,71876,1,61037,1,52576,1,46362,1,33717,0,71265,0,54124,0,44310,1,34049,12,1120582
36,"AUS",3600088,3600912,"06MS",3600,3600,"AUS0315",360000,1,2,1,1,0,"A","A",313,43,0,44923,1,65307,1,66147,1,73480,1,120012,1,50038,0,44150,1,105455,0,119449,1,46260,1,50131,1,50739,1,44250,1,75000,0,47913,0,40718,0,26171,11,1070143
36,"AUS",3600090,3614399,"06MS",3600,3600,"AUS0421",360000,1,2,1,1,0,"A","A",313,43,1,44061,0,36855,1,60708,1,66058,0,232231,1,41098,0,106379,1,184646,1,76462,0,67406,1,122502,1,64724,1,30178,1,59070,0,47330,1,80405,0,40312,11,1360425
36,"AUS",3600092,3607858,"06MS",3600,3600,"AUS0103",360000,1,2,1,1,0,"A","A",313,43,1,57411,0,70856,1,76605,1,89631,1,192336,1,74492,1,121379,1,146307,1,128199,1,79865,1,137895,1,73314,1,56115,1,189682,1,103039,1,123395,1,104482,16,1825003
36,"AUS",3600097,3610889,"06MS",3600,3600,"AUS0315",360000,1,2,1,1,0,"A","A",313,43,1,41092,0,36597,1,72622,1,59373,0,127774,1,60483,0,68496,0,144903,0,92260,0,67768,0,60872,1,64089,1,38660,0,163683,0,136250,1,60905,1,69867,8,1365694
36,"AUS",3600099,3618076,"06MS",3600,3600,"AUS0527",360000,1,2,1,1,0,"A","A",313,43,1,48110,1,43815,0,80088,0,60534,1,166776,0,79821,0,119764,0,149305,0,114221,1,74718,0,109369,1,63712,1,37572,0,140392,1,60858,0,50055,1,38434,8,1437544
36,"AUS",3600102,3606958,"06MS",3600,3600,"AUS0631",360000,1,2,1,1,0,"A","A",313,43,1,25974,1,59171,1,81695,0,81436,1,162791,0,43295,0,84548,0,169877,0,113995,1,123827,0,70374,1,82978,1,35850,1,142202,1,83091,1,52151,1,115847,11,1529102
36,"AUS",3600104,3605270,"06MS",3600,3600,"AUS0313",360000,1,2,1,1,0,"A","A",313,43,1,33081,1,70751,0,39140,0,41462,1,154083,0,44711,0,78321,0,117186,0,154989,1,90840,1,102870,0,161702,1,28965,1,125752,0,87887,0,43823,1,21500,8,1397063
36,"AUS",3600105,3603397,"06MS",3600,3600,"AUS0209",360000,1,2,1,1,0,"A","A",313,43,1,58053,1,28172,1,70247,1,71133,0,105618,1,56157,0,197126,0,110902,1,78053,0,45019,0,55895,1,68338,1,21995,0,115816,1,69083,1,76378,0,35178,10,1263163
36,"AUS",3600112,3620496,"06MS",3600,3600,"AUS0635",360000,1,2,1,1,0,"A","A",313,43,0,93614,1,27611,0,66719,1,116487,1,229588,1,43684,0,70677,0,340141,0,158905,0,107629,0,113394,1,63416,1,82005,0,119493,0,14174,1,41108,1,50589,8,1739234
36,"AUS",3600115,3617856,"06MS",3600,3600,"AUS0315",360000,1,2,1,1,0,"A","A",313,43,1,40597,1,51861,1,53574,1,78796,1,177565,1,73096,0,58995,1,128751,1,85301,1,81162,1,46718,1,28815,1,34894,0,68977,0,32593,0,68113,0,62160,12,1171968
36,"AUS",3600117,3608912,"06MS",3600,3600,"AUS0633",360000,1,2,1,1,0,"A","A",313,43,1,55043,1,41483,1,99511,0,107006,0,165156,0,62810,0,109479,0,215205,0,66813,0,74204,0,72004,0,83221,1,32327,0,89363,0,27711,0,41825,1,20914,5,1364075
36,"AUS",3600121,3603617,"06MS",3600,3600,"AUS0527",360000,1,2,1,1,0,"A","A",313,43,1,48678,1,43886,1,99700,1,102264,0,195827,0,56281,0,113557,0,192003,1,200123,1,116288,1,168543,1,48474,1,22679,0,118496,1,119848,1,62037,0,59404,11,1768088
36,"AUS",3600134,3602744,"06MS",3600,3600,"AUS0741",360000,1,2,1,1,0,"A","A",313,43,1,24770,1,38398,0,69849,1,100505,1,118949,1,63335,1,74207,1,144629,1,83727,1,67501,1,82455,1,39336,1,18129,1,177672,1,132810,1,111346,1,154168,16,1501786
36,"AUS",3600135,3605607,"06MS",3600,3600,"AUS0315",360000,1,2,1,1,0,"A","A",313,43,1,100585,0,38088,1,61058,1,102203,1,2772,1,20781,0,68482,0,156800,1,91526,0,95803,1,77921,1,106951,1,20318,0,56217,1,69626,0,71310,1,62457,11,1202898
36,"AUS",3600137,3611864,"06MS",3600,3600,"AUS0424",360000,1,2,1,1,0,"A","A",313,43,0,57829,1,42118,1,63502,1,77873,1,130790,1,84432,0,194388,1,135208,0,106292,1,106734,0,177882,1,150878,1,45664,0,147203,1,120198,1,104100,0,116748,11,1861839
36,"AUS",3600138,3610703,"06MS",3600,3600,"AUS0419",360000,1,2,1,1,0,"A","A",313,43,1,33539,0,38573,1,54948,1,122644,1,108177,1,34266,1,73247,1,135763,1,101708,0,58124,1,152807,1,72680,1,18850,1,118054,1,267227,1,28859,0,55563,14,1475029
36,"AUS",3600139,3603791,"06MS",3600,3600,"AUS0209",360000,1,2,1,1,0,"A","A",313,43,1,44058,0,36931,1,59400,0,73354,1,207711,1,42832,1,104340,1,111700,1,147790,1,190911,1,83185,0,85613,1,34127,1,94874,0,79165,1,75983,1,154116,13,1626090
36,"AUS",3600140,3605277,"06MS",3600,3600,"AUS0103",360000,1,2,1,1,0,"A","A",313,43,1,116595,1,39556,1,16975,0,70120,1,128854,1,75285,1,175486,1,180447,0,71077,0,63422,0,49119,0,70555,1,22598,0,132613,0,69689,1,81395,0,45316,9,1409102
36,"AUS",3600141,3603069,"06MS",3600,3600,"AUS0315",360000,1,2,1,1,0,"A","A",313,43,1,40372,0,26234,1,72706,1,89814,1,96028,0,55430,1,72155,1,183575,0,127184,1,61386,1,63066,1,57268,1,42958,1,149445,0,119257,1,60643,0,52383,12,1369904
36,"AUS",3600147,3617813,"06MS",3600,3600,"AUS0741",360000,1,2,1,1,0,"A","A",313,43,1,55867,1,63913,0,118050,0,89473,0,156657,0,69529,0,71281,0,229805,0,117348,0,66593,0,62052,1,86006,1,36504,1,115889,0,94276,0,44750,0,41377,5,1519370
36,"AUS",3600148,3612092,"06MS",3600,3600,"AUS0421",360000,1,2,1,1,0,"A","A",313,43,1,106104,1,33546,1,58852,1,53954,1,161809,1,90565,0,93184,1,142251,1,164349,1,61207,1,4190,0,151224,1,25780,0,146361,0,91095,0,36937,1,44173,12,1465581
36,"AUS",3600150,3601623,"06MS",3600,3600,"AUS0313",360000,1,2,1,1,0,"A","A",313,43,1,38390,1,90490,1,56829,1,35631,0,122394,0,43069,0,33915,0,119708,0,61883,0,43793,0,6591,0,11030,1,19526,0,57117,0,50191,0,47335,0,64511,5,902403
36,"AUS",3600152,3612938,"06MS",3600,3600,"AUS0101",360000,1,2,1,1,0,"A","A",313,43,1,57642,0,58613,0,56863,1,77002,1,95178,0,45112,0,101964,0,231342,0,68596,1,63063,1,24436,1,42338,1,51005,1,192896,0,143363,0,55905,1,80192,9,1445510
36,"AUS",3600153,3613882,"06MS",3600,3600,"AUS0419",360000,1,2,1,1,0,"A","A",313,43,1,22221,1,28326,1,54254,1,72698,1,198457,1,55590,1,75269,0,265301,1,158362,0,61319,1,105771,1,55705,1,46965,0,200370,0,57887,0,96928,1,81803,12,1637226
36,"AUS",3600155,3620644,"06MS",3600,3600,"AUS0315",360000,1,2,1,1,0,"A","A",313,43,1,40384,0,52939,1,68832,1,60265,1,136554,0,51192,0,82727,1,180026,1,96651,1,68502,0,52650,1,222998,0,33464,0,176399,0,69794,0,82522,0,26294,8,1502193
36,"AUS",3600160,3604230,"06MS",3600,3600,"AUS0527",360000,1,2,1,1,0,"A","A",313,43,1,31527,1,98299,1,57426,0,73253,1,134888,0,48344,1,81522,0,151619,1,131704,0,56057,1,51144,1,49801,1,28811,0,70778,1,58335,0,77241,0,52713,10,1253462
36,"AUS",3600162,3616689,"06MS",3600,3600,"AUS0421",360000,1,2,1,1,0,"A","A",313,43,1,27051,0,32259,1,64413,0,48972,0,127461,1,61717,0,72770,0,109381,0,82081,1,59759,0,36054,0,44802,1,24495,0,108337,0,26110,1,71332,1,31707,7,1028701
36,"AUS",3600162,3612586,"06MS",3600,3600,"AUS0421",360000,1,2,1,1,0,"A","A",313,43,1,94505,1,49694,1,113457,0,78100,0,255331,1,39541,0,87902,0,72068,0,80256,0,73858,1,127103,1,104121,1,31415,0,33310,1,37189,0,86516,0,57947,8,1422313
36,"AUS",3600167,3600788,"06MS",3600,3600,"AUS0211",360000,1,2,1,1,0,"A","A",313,43,1,33247,0,41119,1,77581,0,87993,1,211464,1,80333,0,77227,1,192209,0,73855,1,57420,1,137307,1,124692,1,30937,0,60315,0,35290,0,23037,0,46175,9,1390201
36,"AUS",3600168,3610250,"06MS",3600,3600,"AUS0315",360000,1,2,1,1,0,"A","A",313,43,1,45745,1,48013,1,80893,1,132322,1,176822,1,53134,0,85970,1,180849,0,98473,0,70354,1,31963,1,61717,1,50644,1,98209,1,95423,1,59694,0,176979,13,1547204
36,"AUS",3600169,3610237,"06MS",3600,3600,"AUS0527",360000,1,2,1,1,0,"A","A",313,43,1,47289,1,74256,1,61440,0,53115,1,121216,0,37775,0,100622,1,145879,1,110777,1,49137,1,337975,1,66035,0,33474,1,94059,0,39874,0,31153,0,20948,10,1425024
36,"AUS",3600170,3615441,"06MS",3600,3600,"AUS0737",360000,1,2,1,1,0,"A","A",313,43,1,38006,0,40666,0,18993,0,93850,0,129759,0,97212,0,87054,0,168663,0,40690,1,53958,0,149074,0,89470,1,27296,0,97653,0,175263,1,73486,0,64521,4,1445614
36,"AUS",3600172,3607682,"06MS",3600,3600,"AUS0211",360000,1,2,1,1,0,"A","A",313,43,0,39690,1,48752,1,83229,0,105752,0,93738,1,104444,1,69983,1,136094,1,135878,0,59654,1,99700,1,93506,1,29005,0,116745,1,86983,0,29854,1,149774,11,1482781
36,"AUS",3600176,3607553,"06MS",3600,3600,"AUS0525",360000,1,2,1,1,0,"A","A",313,43,0,40742,0,46269,0,52893,0,195669,0,255201,0,50298,0,172543,0,109154,0,74316,0,107242,0,126283,0,246529,0,77976,0,161236,0,64927,1,39931,0,69621,1,1890830
36,"AUS",3600179,3617449,"06MS",3600,3600,"AUS0421",360000,1,2,1,1,0,"A","A",313,43,1,32454,1,70483,0,122782,1,110639,0,146237,0,65336,0,91269,1,173048,1,139470,0,80426,0,88193,0,85266,1,33815,0,41055,1,36970,0,73409,1,39668,8,1430520
36,"AUS",3600180,3605802,"06MS",3600,3600,"AUS0633",360000,1,2,1,1,0,"A","A",313,43,1,41563,0,12901,1,7825,0,59913,1,161484,0,45705,0,66293,0,100415,1,53195,0,25483,1,64134,1,41112,1,17684,1,56384,0,31229,1,36724,1,20221,10,842265
36,"AUS",3600184,3610654,"06MS",3600,3600,"AUS0209",360000,1,2,1,1,0,"A","A",313,43,1,34117,1,55158,1,73854,1,152138,0,334318,1,84168,0,205746,0,257217,1,98359,1,44642,1,99318,0,53983,1,29386,0,201440,1,90636,0,39468,1,75073,11,1929021
36,"AUS",3600189,3601921,"06MS",3600,3600,"AUS0105",360000,1,2,1,1,0,"A","A",313,43,1,46289,0,31683,1,62146,0,97854,0,302564,1,47633,0,112010,0,160667,0,76628,0,91778,1,169960,0,102970,1,38518,0,88357,1,70398,0,47791,0,56238,6,1603484
36,"AUS",3600190,3620476,"06MS",3600,3600,"AUS0525",360000,1,2,1,1,0,"A","A",313,43,1,51756,0,100543,1,89666,0,140772,0,66536,1,75856,1,67181,0,153436,1,139274,1,84940,1,69747,1,36784,1,25798,1,92421,1,67996,0,86204,0,76735,11,1425645
36,"AUS",3600193,3617190,"06MS",3600,3600,"AUS0423",360000,1,2,1,1,0,"A","A",313,43,1,35914,0,42223,1,67435,0,79169,0,166968,0,63451,0,105910,0,117867,1,88694,0,64526,0,69349,0,67109,1,24310,0,112257,1,76847,0,108085,0,34910,5,1325024
36,"AUS",3600196,3615796,"06MS",3600,3600,"AUS0633",360000,1,2,1,1,0,"A","A",313,43,1,39392,1,34749,0,5812,1,86364,1,128179,1,65610,1,98541,0,259426,0,76755,1,56318,1,58583,1,5739,1,17637,0,210652,1,133454,1,49010,0,83728,12,1409949
36,"AUS",3600203,3620578,"06MS",3600,3600,"AUS0209",360000,1,2,1,1,0,"A","A",313,43,1,26222,1,36544,0,37430,1,92511,1,75065,1,126911,1,106304,1,105378,1,79978,0,68625,1,82762,1,31885,1,22467,1,89145,1,88056,0,74206,0,39979,13,1183468
36,"AUS",3600205,3614689,"06MS",3600,3600,"AUS0313",360000,1,2,1,1,0,"A","A",313,43,1,26718,0,33803,1,71813,1,54763,0,59096,1,31377,0,73500,0,75415,0,59077,0,90188,0,39747,1,81323,0,21047,0,37973,0,29440,1,33350,0,22354,6,840984
36,"AUS",3600206,3609062,"06MS",3600,3600,"AUS0529",360000,1,2,1,1,0,"A","A",313,43,1,23118,1,29702,1,75644,0,57691,1,83475,1,36879,1,72170,1,134099,1,72340,0,64036,1,47593,1,28529,1,22518,0,139111,1,111050,1,53464,1,86930,14,1138349
36,"AUS",3600208,3613113,"06MS",3600,3600,"AUS0631",360000,1,2,1,1,0,"A","A",313,43,1,40522,1,42897,1,25835,1,59960,1,89825,1,73659,0,73486,0,143038,1,64678,0,68392,1,137157,0,88492,1,28772,0,97134,1,76984,0,26521,1,67053,11,1204405
36,"AUS",3600209,3604652,"06MS",3600,3600,"AUS0631",360000,1,2,1,1,0,"A","A",313,43,1,74586,1,42271,1,71072,1,640922,0,82744,0,32544,0,80683,0,159333,0,80108,0,63881,0,19628,1,39374,1,42742,1,87001,1,139894,1,71450,0,42765,9,1770998
36,"AUS",3600212,3616037,"06MS",3600,3600,"AUS0315",360000,1,2,1,1,0,"A","A",313,43,0,41023,0,33671,0,36669,0,14458,0,10118,0,13066,0,16315,0,42733,0,14996,0,10647,0,13488,0,14661,1,23853,0,24515,0,17209,1,12008,0,14643,2,354073
36,"AUS",3600214,3607241,"06MS",3600,3600,"AUS0631",360000,1,2,1,1,0,"A","A",313,43,1,85535,1,47352,1,101938,1,64473,1,155507,1,39736,1,238479,0,155660,1,92961,0,79511,1,120846,1,94756,1,20549,1,138802,0,102436,1,64668,0,47164,13,1650373
36,"AUS",3600227,3618849,"06MS",3600,3600,"AUS0527",360000,1,2,1,1,0,"A","A",313,43,1,25630,0,41416,1,60557,0,96722,0,111985,1,33718,0,51459,0,154077,0,60379,0,48952,0,72253,1,49072,1,38772,0,84005,0,18469,0,45788,0,57469,5,1050723
36,"AUS",3600229,3616432,"06MS",3600,3600,"AUS0741",360000,1,2,1,1,0,"A","A",313,43,1,53342,1,40968,1,76431,1,70926,1,113729,1,36223,1,84617,1,131993,0,89960,1,131926,1,56021,1,37439,1,24080,1,137842,1,52924,1,41945,1,46254,16,1226620
36,"AUS",3600231,3613079,"06MS",3600,3600,"AUS0313",360000,1,2,1,1,0,"A","A",313,43,1,27352,1,28668,1,38663,1,60868,1,91660,1,33540,1,82292,1,140013,0,71258,0,64639,1,97725,1,95243,1,22884,0,113716,1,69295,1,47284,1,44365,14,1129465
36,"AUS",3600232,3612834,"06MS",3600,3600,"AUS0633",360000,1,2,1,1,0,"A","A",313,43,1,23105,1,19362,1,92630,0,48243,1,109840,0,20589,1,45649,0,102975,1,83771,0,74039,1,56866,1,66997,1,24273,1,82231,1,49361,1,39921,0,38227,12,978079
36,"AUS",3600234,3619214,"06MS",3600,3600,"AUS0525",360000,1,2,1,1,0,"A","A",313,43,1,53437,0,51219,1,77564,0,73551,1,240971,1,64240,1,98682,1,114058,1,114472,0,49684,1,56791,1,53245,1,33979,0,138807,1,84812,0,62039,0,51335,11,1418886
36,"AUS",3600235,3607693,"06MS",3600,3600,"AUS0847",360000,1,2,1,1,0,"A","A",313,43,1,36798,1,57478,1,51912,1,96493,1,128435,0,112508,0,91550,0,218028,0,112837,0,54652,1,58761,1,57709,1,41332,1,202625,1,40159,1,63044,1,60789,12,1485110
36,"AUS",3600237,3618947,"06MS",3600,3600,"AUS0209",360000,1,2,1,1,0,"A","A",313,43,1,79438,1,127169,1,173018,1,103087,1,167511,0,66963,0,112255,0,150950,1,176978,0,147660,0,105344,0,131529,1,32615,0,179699,0,61649,0,60556,1,35965,8,1912386
36,"AUS",3600238,3602877,"06MS",3600,3600,"AUS0313",360000,1,2,1,1,0,"A","A",313,43,0,44904,1,38148,1,47985,0,71604,1,99710,1,58281,0,66644,0,155343,1,115938,1,79357,1,104760,1,64952,1,42016,1,163991,1,105082,0,73463,1,162601,12,1494779
36,"AUS",3600242,3618559,"06MS",3600,3600,"AUS0737",360000,1,2,1,1,0,"A","A",313,43,0,34595,1,51046,1,69132,0,102122,1,135966,1,55318,1,89931,1,224643,0,427384,1,53506,1,65815,1,51280,1,39050,0,77550,1,93879,1,54067,0,42652,12,1667936
36,"AUS",3600252,3608848,"06MS",3600,3600,"AUS0315",360000,1,2,1,1,0,"A","A",313,43,1,43452,0,62218,1,128316,0,84544,1,413404,0,109834,0,77445,0,398656,1,123953,0,108770,1,107908,1,63736,1,41604,0,91550,0,11270,1,11167,1,8013,9,1885840
